,Year,Region,Technology,Carrier,Value
44,2033,reg1,Electrochemical_ST,Electricity,3877.237855144331
45,2034,reg1,Electrochemical_ST,Electricity,3877.237855144331
46,2035,reg1,Electrochemical_ST,Electricity,3877.237855144331
47,2036,reg1,Electrochemical_ST,Electricity,3877.237855144331
48,2037,reg1,Electrochemical_ST,Electricity,3877.2378551443317
49,2038,reg1,Electrochemical_ST,Electricity,3877.237855144331
50,2039,reg1,Electrochemical_ST,Electricity,3877.2378551443317
51,2040,reg1,Electrochemical_ST,Electricity,3877.237855144331
52,2041,reg1,Electrochemical_ST,Electricity,7472.26600085071
53,2042,reg1,Electrochemical_ST,Electricity,11067.294146557091
54,2043,reg1,Electrochemical_ST,Electricity,14662.32229226347
55,2044,reg1,Electrochemical_ST,Electricity,18257.35043796985
56,2045,reg1,Electrochemical_ST,Electricity,21852.378583676233
57,2046,reg1,Electrochemical_ST,Electricity,25447.406729382612
58,2047,reg1,Electrochemical_ST,Electricity,29042.434875088988
59,2048,reg1,Electrochemical_ST,Electricity,32637.463020795374
60,2049,reg1,Electrochemical_ST,Electricity,36232.49116650175
61,2050,reg1,Electrochemical_ST,Electricity,39827.51931220814
62,2051,reg1,Electrochemical_ST,Electricity,42647.099886885655
63,2052,reg1,Electrochemical_ST,Electricity,45466.68046156317
64,2053,reg1,Electrochemical_ST,Electricity,48188.30979380716
65,2054,reg1,Electrochemical_ST,Electricity,47412.86222277828
66,2055,reg1,Electrochemical_ST,Electricity,46637.41465174942
67,2056,reg1,Electrochemical_ST,Electricity,43042.38650604305
68,2057,reg1,Electrochemical_ST,Electricity,39447.35836033667
69,2058,reg1,Electrochemical_ST,Electricity,35852.33021463028
70,2059,reg1,Electrochemical_ST,Electricity,32257.30206892389
71,2060,reg1,Electrochemical_ST,Electricity,28662.27392321751
72,2025,reg1,Hydrogen_ST,Hydrogen,0.0
73,2026,reg1,Hydrogen_ST,Hydrogen,4.873498976343422
74,2027,reg1,Hydrogen_ST,Hydrogen,9.880576517695822
75,2028,reg1,Hydrogen_ST,Hydrogen,15.026641464960527
76,2029,reg1,Hydrogen_ST,Hydrogen,20.43399511970972
77,2030,reg1,Hydrogen_ST,Hydrogen,30.283191897840155
78,2031,reg1,Hydrogen_ST,Hydrogen,29.335699397962788
79,2032,reg1,Hydrogen_ST,Hydrogen,28.40965765776427
80,2033,reg1,Hydrogen_ST,Hydrogen,27.50506667116936
81,2034,reg1,Hydrogen_ST,Hydrogen,26.642663025695608
82,2035,reg1,Hydrogen_ST,Hydrogen,26.064941593803514
83,2036,reg1,Hydrogen_ST,Hydrogen,25.501601862493697
84,2037,reg1,Hydrogen_ST,Hydrogen,24.952643831765375
85,2038,reg1,Hydrogen_ST,Hydrogen,24.41806750161868
86,2039,reg1,Hydrogen_ST,Hydrogen,23.89787287205387
87,2040,reg1,Hydrogen_ST,Hydrogen,23.392059943070812
88,2041,reg1,Hydrogen_ST,Hydrogen,0.0
89,2042,reg1,Hydrogen_ST,Hydrogen,0.0
90,2043,reg1,Hydrogen_ST,Hydrogen,0.0
91,2044,reg1,Hydrogen_ST,Hydrogen,0.0
92,2045,reg1,Hydrogen_ST,Hydrogen,0.0
93,2046,reg1,Hydrogen_ST,Hydrogen,0.0
94,2047,reg1,Hydrogen_ST,Hydrogen,0.0
95,2048,reg1,Hydrogen_ST,Hydrogen,0.0
96,2049,reg1,Hydrogen_ST,Hydrogen,0.0
97,2050,reg1,Hydrogen_ST,Hydrogen,0.0
98,2051,reg1,Hydrogen_ST,Hydrogen,0.0
99,2052,reg1,Hydrogen_ST,Hydrogen,0.0
100,2053,reg1,Hydrogen_ST,Hydrogen,0.0
101,2054,reg1,Hydrogen_ST,Hydrogen,0.0
102,2055,reg1,Hydrogen_ST,Hydrogen,0.0
103,2056,reg1,Hydrogen_ST,Hydrogen,0.0
104,2057,reg1,Hydrogen_ST,Hydrogen,28.4133896482232
105,2058,reg1,Hydrogen_ST,Hydrogen,28.413387031595317
106,2059,reg1,Hydrogen_ST,Hydrogen,28.413387031595317
107,2060,reg1,Hydrogen_ST,Hydrogen,31.34938754945992
108,2025,reg1,Thermal_ST,Nuc_SMR-Heat,0.0
109,2026,reg1,Thermal_ST,Nuc_SMR-Heat,0.0
110,2027,reg1,Thermal_ST,Nuc_SMR-Heat,0.0
111,2028,reg1,Thermal_ST,Nuc_SMR-Heat,0.0
112,2029,reg1,Thermal_ST,Nuc_SMR-Heat,0.0
113,2030,reg1,Thermal_ST,Nuc_SMR-Heat,0.0
114,2031,reg1,Thermal_ST,Nuc_SMR-Heat,0.0
115,2032,reg1,Thermal_ST,Nuc_SMR-Heat,0.0
116,2033,reg1,Thermal_ST,Nuc_SMR-Heat,0.0
117,2034,reg1,Thermal_ST,Nuc_SMR-Heat,0.0
118,2035,reg1,Thermal_ST,Nuc_SMR-Heat,0.0
119,2036,reg1,Thermal_ST,Nuc_SMR-Heat,0.0
120,2037,reg1,Thermal_ST,Nuc_SMR-Heat,0.0
121,2038,reg1,Thermal_ST,Nuc_SMR-Heat,0.0
122,2039,reg1,Thermal_ST,Nuc_SMR-Heat,0.0
123,2040,reg1,Thermal_ST,Nuc_SMR-Heat,0.0
124,2041,reg1,Thermal_ST,Nuc_SMR-Heat,0.0
125,2042,reg1,Thermal_ST,Nuc_SMR-Heat,0.0
126,2043,reg1,Thermal_ST,Nuc_SMR-Heat,0.0
127,2044,reg1,Thermal_ST,Nuc_SMR-Heat,0.0
128,2045,reg1,Thermal_ST,Nuc_SMR-Heat,0.0
129,2046,reg1,Thermal_ST,Nuc_SMR-Heat,0.0
130,2047,reg1,Thermal_ST,Nuc_SMR-Heat,0.0
131,2048,reg1,Thermal_ST,Nuc_SMR-Heat,0.0
132,2049,reg1,Thermal_ST,Nuc_SMR-Heat,0.0
133,2050,reg1,Thermal_ST,Nuc_SMR-Heat,0.0
134,2051,reg1,Thermal_ST,Nuc_SMR-Heat,0.0
135,2052,reg1,Thermal_ST,Nuc_SMR-Heat,0.0
136,2053,reg1,Thermal_ST,Nuc_SMR-Heat,0.0
137,2054,reg1,Thermal_ST,Nuc_SMR-Heat,0.0
138,2055,reg1,Thermal_ST,Nuc_SMR-Heat,0.0
139,2056,reg1,Thermal_ST,Nuc_SMR-Heat,0.0
140,2057,reg1,Thermal_ST,Nuc_SMR-Heat,0.0
141,2058,reg1,Thermal_ST,Nuc_SMR-Heat,0.0
142,2059,reg1,Thermal_ST,Nuc_SMR-Heat,0.0
143,2060,reg1,Thermal_ST,Nuc_SMR-Heat,0.0
144,2025,reg1,Thermal-H2_ST,Nuc_SMR-H2-Heat,0.0
145,2026,reg1,Thermal-H2_ST,Nuc_SMR-H2-Heat,0.0
146,2027,reg1,Thermal-H2_ST,Nuc_SMR-H2-Heat,0.0
147,2028,reg1,Thermal-H2_ST,Nuc_SMR-H2-Heat,0.0
148,2029,reg1,Thermal-H2_ST,Nuc_SMR-H2-Heat,0.0
149,2030,reg1,Thermal-H2_ST,Nuc_SMR-H2-Heat,0.0
150,2031,reg1,Thermal-H2_ST,Nuc_SMR-H2-Heat,0.0
151,2032,reg1,Thermal-H2_ST,Nuc_SMR-H2-Heat,0.0
152,2033,reg1,Thermal-H2_ST,Nuc_SMR-H2-Heat,0.0
153,2034,reg1,Thermal-H2_ST,Nuc_SMR-H2-Heat,0.0
154,2035,reg1,Thermal-H2_ST,Nuc_SMR-H2-Heat,0.0
155,2036,reg1,Thermal-H2_ST,Nuc_SMR-H2-Heat,0.0
156,2037,reg1,Thermal-H2_ST,Nuc_SMR-H2-Heat,0.0
157,2038,reg1,Thermal-H2_ST,Nuc_SMR-H2-Heat,0.0
158,2039,reg1,Thermal-H2_ST,Nuc_SMR-H2-Heat,0.0
159,2040,reg1,Thermal-H2_ST,Nuc_SMR-H2-Heat,0.0
160,2041,reg1,Thermal-H2_ST,Nuc_SMR-H2-Heat,0.0
161,2042,reg1,Thermal-H2_ST,Nuc_SMR-H2-Heat,0.0
162,2043,reg1,Thermal-H2_ST,Nuc_SMR-H2-Heat,0.0
163,2044,reg1,Thermal-H2_ST,Nuc_SMR-H2-Heat,0.0
164,2045,reg1,Thermal-H2_ST,Nuc_SMR-H2-Heat,0.0
165,2046,reg1,Thermal-H2_ST,Nuc_SMR-H2-Heat,0.0
166,2047,reg1,Thermal-H2_ST,Nuc_SMR-H2-Heat,0.0
167,2048,reg1,Thermal-H2_ST,Nuc_SMR-H2-Heat,0.0
168,2049,reg1,Thermal-H2_ST,Nuc_SMR-H2-Heat,4.493134192513349e-08
169,2050,reg1,Thermal-H2_ST,Nuc_SMR-H2-Heat,0.0
170,2051,reg1,Thermal-H2_ST,Nuc_SMR-H2-Heat,0.0
171,2052,reg1,Thermal-H2_ST,Nuc_SMR-H2-Heat,6.004022044757923e-08
172,2053,reg1,Thermal-H2_ST,Nuc_SMR-H2-Heat,2.2580633954757762e-07
173,2054,reg1,Thermal-H2_ST,Nuc_SMR-H2-Heat,1.6811261725322185e-07
174,2055,reg1,Thermal-H2_ST,Nuc_SMR-H2-Heat,0.0
175,2056,reg1,Thermal-H2_ST,Nuc_SMR-H2-Heat,2.7421771424593654e-07
176,2057,reg1,Thermal-H2_ST,Nuc_SMR-H2-Heat,1.8012066134273768e-07
177,2058,reg1,Thermal-H2_ST,Nuc_SMR-H2-Heat,3.5212931942482073e-07
178,2059,reg1,Thermal-H2_ST,Nuc_SMR-H2-Heat,7.204826453709508e-08
179,2060,reg1,Thermal-H2_ST,Nuc_SMR-H2-Heat,9.699469404342655e-08
180,2025,reg1,HTHP,Electricity,0.0
181,2026,reg1,HTHP,Electricity,0.0
182,2027,reg1,HTHP,Electricity,0.0
183,2028,reg1,HTHP,Electricity,47.99115612889321
184,2029,reg1,HTHP,Electricity,1191.4393848297682
185,2030,reg1,HTHP,Electricity,1305.5885965462703
186,2031,reg1,HTHP,Electricity,1659.3184249639148
187,2032,reg1,HTHP,Electricity,2011.1005294437098
188,2033,reg1,HTHP,Electricity,2783.106312765699
189,2034,reg1,HTHP,Electricity,3721.55776126602
190,2035,reg1,HTHP,Electricity,4195.040481252059
191,2036,reg1,HTHP,Electricity,4723.57417590283
192,2037,reg1,HTHP,Electricity,5022.707266487872
193,2038,reg1,HTHP,Electricity,5410.754601966871
194,2039,reg1,HTHP,Electricity,5701.861474034367
195,2040,reg1,HTHP,Electricity,6067.69262632246
196,2041,reg1,HTHP,Electricity,6964.819389032944
197,2042,reg1,HTHP,Electricity,7026.069076588679
198,2043,reg1,HTHP,Electricity,7100.261054087718
199,2044,reg1,HTHP,Electricity,7188.843719580487
200,2045,reg1,HTHP,Electricity,7270.248808147375
201,2046,reg1,HTHP,Electricity,7518.795593938075
202,2047,reg1,HTHP,Electricity,8390.298651980513
203,2048,reg1,HTHP,Electricity,8476.812189322438
204,2049,reg1,HTHP,Electricity,8576.799096864397
205,2050,reg1,HTHP,Electricity,8101.990667134098
206,2051,reg1,HTHP,Electricity,6772.72597411295
207,2052,reg1,HTHP,Electricity,6560.171114871369
208,2053,reg1,HTHP,Electricity,6270.189636467028
209,2054,reg1,HTHP,Electricity,5874.820548847234
210,2055,reg1,HTHP,Electricity,5475.2057816617435
211,2056,reg1,HTHP,Electricity,5065.591087546102
212,2057,reg1,HTHP,Electricity,4998.748412635383
213,2058,reg1,HTHP,Electricity,4931.053225128876
214,2059,reg1,HTHP,Electricity,4834.98596223126
215,2060,reg1,HTHP,Electricity,4817.28243426546
216,2025,reg1,SMR,NG,0.0
217,2026,reg1,SMR,NG,2384.7864288118153
218,2027,reg1,SMR,NG,4709.607481711254
219,2028,reg1,SMR,NG,6974.464012725828
220,2029,reg1,SMR,NG,9179.375332587364
221,2030,reg1,SMR,NG,11325.001528835219
222,2031,reg1,SMR,NG,11610.124471323787
223,2032,reg1,SMR,NG,11888.792373772298
224,2033,reg1,SMR,NG,12161.005236179786
225,2034,reg1,SMR,NG,12426.766332744286
226,2035,reg1,SMR,NG,12686.113952129865
227,2036,reg1,SMR,NG,12939.005415308158
228,2037,reg1,SMR,NG,13185.44072227916
229,2038,reg1,SMR,NG,13425.419873042876
230,2039,reg1,SMR,NG,13658.942867599308
231,2040,reg1,SMR,NG,13886.009705948452
232,2041,reg1,SMR,NG,13554.665907662562
233,2042,reg1,SMR,NG,13227.015592525579
234,2043,reg1,SMR,NG,12899.365277388599
235,2044,reg1,SMR,NG,12571.714962182541
236,2045,reg1,SMR,NG,12244.064647114628
237,2046,reg1,SMR,NG,11916.414331909924
238,2047,reg1,SMR,NG,11588.764016752139
239,2048,reg1,SMR,NG,11261.113701703682
240,2049,reg1,SMR,NG,10933.463386339317
241,2050,reg1,SMR,NG,10605.813071429715
242,2051,reg1,SMR,NG,10605.813071429715
243,2052,reg1,SMR,NG,10605.813071369223
244,2053,reg1,SMR,NG,10605.813070324213
245,2054,reg1,SMR,NG,10605.813071429715
246,2055,reg1,SMR,NG,10605.813071429715
247,2056,reg1,SMR,NG,10605.813071441215
248,2057,reg1,SMR,NG,10610.299395306629
249,2058,reg1,SMR,NG,10610.2993939239
250,2059,reg1,SMR,NG,10610.299395637368
251,2060,reg1,SMR,NG,10610.762974935631
252,2025,reg1,SMR_CCS,NG,0.0
253,2026,reg1,SMR_CCS,NG,0.0
254,2027,reg1,SMR_CCS,NG,0.0
255,2028,reg1,SMR_CCS,NG,0.0
256,2029,reg1,SMR_CCS,NG,0.0
257,2030,reg1,SMR_CCS,NG,0.0
258,2031,reg1,SMR_CCS,NG,0.0
259,2032,reg1,SMR_CCS,NG,0.0
260,2033,reg1,SMR_CCS,NG,0.0
261,2034,reg1,SMR_CCS,NG,0.0
262,2035,reg1,SMR_CCS,NG,0.0
263,2036,reg1,SMR_CCS,NG,0.0
264,2037,reg1,SMR_CCS,NG,0.0
265,2038,reg1,SMR_CCS,NG,0.0
266,2039,reg1,SMR_CCS,NG,0.0
267,2040,reg1,SMR_CCS,NG,0.0
268,2041,reg1,SMR_CCS,NG,0.0
269,2042,reg1,SMR_CCS,NG,0.0
270,2043,reg1,SMR_CCS,NG,0.0
271,2044,reg1,SMR_CCS,NG,0.0
272,2045,reg1,SMR_CCS,NG,0.0
273,2046,reg1,SMR_CCS,NG,0.0
274,2047,reg1,SMR_CCS,NG,0.0
275,2048,reg1,SMR_CCS,NG,0.0
276,2049,reg1,SMR_CCS,NG,0.0
277,2050,reg1,SMR_CCS,NG,0.0
278,2051,reg1,SMR_CCS,NG,0.0
279,2052,reg1,SMR_CCS,NG,0.0
280,2053,reg1,SMR_CCS,NG,0.0
281,2054,reg1,SMR_CCS,NG,0.0
282,2055,reg1,SMR_CCS,NG,0.0
283,2056,reg1,SMR_CCS,NG,0.0
284,2057,reg1,SMR_CCS,NG,0.0
285,2058,reg1,SMR_CCS,NG,0.0
286,2059,reg1,SMR_CCS,NG,0.0
287,2060,reg1,SMR_CCS,NG,0.0
288,2025,reg1,Electrolysis_PEM,Electricity,0.0
289,2026,reg1,Electrolysis_PEM,Electricity,0.0
290,2027,reg1,Electrolysis_PEM,Electricity,0.0
291,2028,reg1,Electrolysis_PEM,Electricity,0.0
292,2029,reg1,Electrolysis_PEM,Electricity,0.0
293,2030,reg1,Electrolysis_PEM,Electricity,0.0
294,2031,reg1,Electrolysis_PEM,Electricity,0.0
295,2032,reg1,Electrolysis_PEM,Electricity,0.0
296,2033,reg1,Electrolysis_PEM,Electricity,0.0
297,2034,reg1,Electrolysis_PEM,Electricity,0.0
298,2035,reg1,Electrolysis_PEM,Electricity,0.0
299,2036,reg1,Electrolysis_PEM,Electricity,0.0
300,2037,reg1,Electrolysis_PEM,Electricity,0.0
301,2038,reg1,Electrolysis_PEM,Electricity,0.0
302,2039,reg1,Electrolysis_PEM,Electricity,0.0
303,2040,reg1,Electrolysis_PEM,Electricity,0.0
304,2041,reg1,Electrolysis_PEM,Electricity,0.0
305,2042,reg1,Electrolysis_PEM,Electricity,0.0
306,2043,reg1,Electrolysis_PEM,Electricity,0.0
307,2044,reg1,Electrolysis_PEM,Electricity,7.291115859212976e-08
308,2045,reg1,Electrolysis_PEM,Electricity,0.0
309,2046,reg1,Electrolysis_PEM,Electricity,7.148628355935219e-08
310,2047,reg1,Electrolysis_PEM,Electricity,9.344552785882523e-08
311,2048,reg1,Electrolysis_PEM,Electricity,0.0
312,2049,reg1,Electrolysis_PEM,Electricity,0.0
313,2050,reg1,Electrolysis_PEM,Electricity,0.0
314,2051,reg1,Electrolysis_PEM,Electricity,0.0
315,2052,reg1,Electrolysis_PEM,Electricity,0.0
316,2053,reg1,Electrolysis_PEM,Electricity,3.000700922307766e-08
317,2054,reg1,Electrolysis_PEM,Electricity,0.0
318,2055,reg1,Electrolysis_PEM,Electricity,0.0
319,2056,reg1,Electrolysis_PEM,Electricity,0.0
320,2057,reg1,Electrolysis_PEM,Electricity,1.8957911783622378e-08
321,2058,reg1,Electrolysis_PEM,Electricity,0.0
322,2059,reg1,Electrolysis_PEM,Electricity,0.0
323,2060,reg1,Electrolysis_PEM,Electricity,2.475846688159639e-09
324,2025,reg1,SFF_PP,Solid_fossil_fuels,9540.399291570613
325,2026,reg1,SFF_PP,Solid_fossil_fuels,7209.914226554355
326,2027,reg1,SFF_PP,Solid_fossil_fuels,4232.958989393169
327,2028,reg1,SFF_PP,Solid_fossil_fuels,3833.9033275753154
328,2029,reg1,SFF_PP,Solid_fossil_fuels,3410.9043260483922
329,2030,reg1,SFF_PP,Solid_fossil_fuels,0.0
330,2031,reg1,SFF_PP,Solid_fossil_fuels,0.0
331,2032,reg1,SFF_PP,Solid_fossil_fuels,0.0
332,2033,reg1,SFF_PP,Solid_fossil_fuels,0.0
333,2034,reg1,SFF_PP,Solid_fossil_fuels,0.0
334,2035,reg1,SFF_PP,Solid_fossil_fuels,0.0
335,2036,reg1,SFF_PP,Solid_fossil_fuels,0.0
336,2037,reg1,SFF_PP,Solid_fossil_fuels,0.0
337,2038,reg1,SFF_PP,Solid_fossil_fuels,0.0
338,2039,reg1,SFF_PP,Solid_fossil_fuels,0.0
339,2040,reg1,SFF_PP,Solid_fossil_fuels,0.0
340,2041,reg1,SFF_PP,Solid_fossil_fuels,0.0
341,2042,reg1,SFF_PP,Solid_fossil_fuels,0.0
342,2043,reg1,SFF_PP,Solid_fossil_fuels,0.0
343,2044,reg1,SFF_PP,Solid_fossil_fuels,0.0
344,2045,reg1,SFF_PP,Solid_fossil_fuels,0.0
345,2046,reg1,SFF_PP,Solid_fossil_fuels,0.0
346,2047,reg1,SFF_PP,Solid_fossil_fuels,0.0
347,2048,reg1,SFF_PP,Solid_fossil_fuels,0.0
348,2049,reg1,SFF_PP,Solid_fossil_fuels,0.0
349,2050,reg1,SFF_PP,Solid_fossil_fuels,0.0
350,2051,reg1,SFF_PP,Solid_fossil_fuels,0.0
351,2052,reg1,SFF_PP,Solid_fossil_fuels,0.0
352,2053,reg1,SFF_PP,Solid_fossil_fuels,0.0
353,2054,reg1,SFF_PP,Solid_fossil_fuels,0.0
354,2055,reg1,SFF_PP,Solid_fossil_fuels,0.0
355,2056,reg1,SFF_PP,Solid_fossil_fuels,0.0
356,2057,reg1,SFF_PP,Solid_fossil_fuels,0.0
357,2058,reg1,SFF_PP,Solid_fossil_fuels,0.0
358,2059,reg1,SFF_PP,Solid_fossil_fuels,0.0
359,2060,reg1,SFF_PP,Solid_fossil_fuels,0.0
360,2025,reg1,Nuc_SMR_PP,UO2_fuel,0.0
361,2026,reg1,Nuc_SMR_PP,UO2_fuel,0.0
362,2027,reg1,Nuc_SMR_PP,UO2_fuel,0.0
363,2028,reg1,Nuc_SMR_PP,UO2_fuel,0.0
364,2029,reg1,Nuc_SMR_PP,UO2_fuel,0.0
365,2030,reg1,Nuc_SMR_PP,UO2_fuel,0.0
366,2031,reg1,Nuc_SMR_PP,UO2_fuel,0.0
367,2032,reg1,Nuc_SMR_PP,UO2_fuel,0.0
368,2033,reg1,Nuc_SMR_PP,UO2_fuel,0.0
369,2034,reg1,Nuc_SMR_PP,UO2_fuel,0.0
370,2035,reg1,Nuc_SMR_PP,UO2_fuel,0.0
371,2036,reg1,Nuc_SMR_PP,UO2_fuel,0.0
372,2037,reg1,Nuc_SMR_PP,UO2_fuel,0.0
373,2038,reg1,Nuc_SMR_PP,UO2_fuel,0.0
374,2039,reg1,Nuc_SMR_PP,UO2_fuel,0.0
375,2040,reg1,Nuc_SMR_PP,UO2_fuel,0.0
376,2041,reg1,Nuc_SMR_PP,UO2_fuel,0.0
377,2042,reg1,Nuc_SMR_PP,UO2_fuel,0.0
378,2043,reg1,Nuc_SMR_PP,UO2_fuel,0.0
379,2044,reg1,Nuc_SMR_PP,UO2_fuel,0.0
380,2045,reg1,Nuc_SMR_PP,UO2_fuel,0.0
381,2046,reg1,Nuc_SMR_PP,UO2_fuel,0.0
382,2047,reg1,Nuc_SMR_PP,UO2_fuel,1.5013880791172155e-09
383,2048,reg1,Nuc_SMR_PP,UO2_fuel,0.0
384,2049,reg1,Nuc_SMR_PP,UO2_fuel,0.0
385,2050,reg1,Nuc_SMR_PP,UO2_fuel,0.0
386,2051,reg1,Nuc_SMR_PP,UO2_fuel,0.0
387,2052,reg1,Nuc_SMR_PP,UO2_fuel,0.0
388,2053,reg1,Nuc_SMR_PP,UO2_fuel,0.0
389,2054,reg1,Nuc_SMR_PP,UO2_fuel,0.0
390,2055,reg1,Nuc_SMR_PP,UO2_fuel,0.0
391,2056,reg1,Nuc_SMR_PP,UO2_fuel,0.0
392,2057,reg1,Nuc_SMR_PP,UO2_fuel,0.0
393,2058,reg1,Nuc_SMR_PP,UO2_fuel,0.0
394,2059,reg1,Nuc_SMR_PP,UO2_fuel,0.0
395,2060,reg1,Nuc_SMR_PP,UO2_fuel,0.0
396,2025,reg1,Nuc_G3+_PP,UO2_fuel,0.0
397,2026,reg1,Nuc_G3+_PP,UO2_fuel,0.0
398,2027,reg1,Nuc_G3+_PP,UO2_fuel,0.0
399,2028,reg1,Nuc_G3+_PP,UO2_fuel,0.0
400,2029,reg1,Nuc_G3+_PP,UO2_fuel,0.0
401,2030,reg1,Nuc_G3+_PP,UO2_fuel,0.0
402,2031,reg1,Nuc_G3+_PP,UO2_fuel,0.0
403,2032,reg1,Nuc_G3+_PP,UO2_fuel,0.0
404,2033,reg1,Nuc_G3+_PP,UO2_fuel,0.0
405,2034,reg1,Nuc_G3+_PP,UO2_fuel,0.0
406,2035,reg1,Nuc_G3+_PP,UO2_fuel,0.0
407,2036,reg1,Nuc_G3+_PP,UO2_fuel,0.0
408,2037,reg1,Nuc_G3+_PP,UO2_fuel,0.0
409,2038,reg1,Nuc_G3+_PP,UO2_fuel,0.0
410,2039,reg1,Nuc_G3+_PP,UO2_fuel,0.0
411,2040,reg1,Nuc_G3+_PP,UO2_fuel,0.0
412,2041,reg1,Nuc_G3+_PP,UO2_fuel,0.0
413,2042,reg1,Nuc_G3+_PP,UO2_fuel,0.0
414,2043,reg1,Nuc_G3+_PP,UO2_fuel,0.0
415,2044,reg1,Nuc_G3+_PP,UO2_fuel,0.0
416,2045,reg1,Nuc_G3+_PP,UO2_fuel,0.0
417,2046,reg1,Nuc_G3+_PP,UO2_fuel,0.0
418,2047,reg1,Nuc_G3+_PP,UO2_fuel,0.0
419,2048,reg1,Nuc_G3+_PP,UO2_fuel,0.0
420,2049,reg1,Nuc_G3+_PP,UO2_fuel,0.0
421,2050,reg1,Nuc_G3+_PP,UO2_fuel,0.0
422,2051,reg1,Nuc_G3+_PP,UO2_fuel,0.0
423,2052,reg1,Nuc_G3+_PP,UO2_fuel,0.0
424,2053,reg1,Nuc_G3+_PP,UO2_fuel,0.0
425,2054,reg1,Nuc_G3+_PP,UO2_fuel,0.0
426,2055,reg1,Nuc_G3+_PP,UO2_fuel,0.0
427,2056,reg1,Nuc_G3+_PP,UO2_fuel,0.0
428,2057,reg1,Nuc_G3+_PP,UO2_fuel,0.0
429,2058,reg1,Nuc_G3+_PP,UO2_fuel,0.0
430,2059,reg1,Nuc_G3+_PP,UO2_fuel,0.0
431,2060,reg1,Nuc_G3+_PP,UO2_fuel,0.0
432,2025,reg1,Nuc_SMR_CHP,UO2_fuel,0.0
433,2026,reg1,Nuc_SMR_CHP,UO2_fuel,0.0
434,2027,reg1,Nuc_SMR_CHP,UO2_fuel,0.0
435,2028,reg1,Nuc_SMR_CHP,UO2_fuel,0.0
436,2029,reg1,Nuc_SMR_CHP,UO2_fuel,0.0
437,2030,reg1,Nuc_SMR_CHP,UO2_fuel,0.0
438,2031,reg1,Nuc_SMR_CHP,UO2_fuel,0.0
439,2032,reg1,Nuc_SMR_CHP,UO2_fuel,0.0
440,2033,reg1,Nuc_SMR_CHP,UO2_fuel,0.0
441,2034,reg1,Nuc_SMR_CHP,UO2_fuel,0.0
442,2035,reg1,Nuc_SMR_CHP,UO2_fuel,0.0
443,2036,reg1,Nuc_SMR_CHP,UO2_fuel,0.0
